"","year","from","to","points","contig","comlang_off","colony","dist","rank","from_number","to_number"
"402",1975,"Portugal","Belgium",0,0,0,0,1711.396,11,9,8
"403",1975,"Portugal","Croatia",0,0,0,0,2200.561,11,9,22
"404",1975,"Portugal","Cyprus",0,0,0,0,3766.31,11,9,18
"405",1975,"Portugal","Denmark",0,0,0,0,2478.47,11,9,17
"406",1975,"Portugal","Estonia",0,0,0,0,3311.847,11,9,24
"407",1975,"Portugal","Finland",0,0,0,0,3362.978,11,9,12
"408",1975,"Portugal","France",12,0,0,0,1452.86,1,9,3
"409",1975,"Portugal","Germany",0,0,0,0,1892.032,11,9,4
"410",1975,"Portugal","Greece",0,0,0,0,2853.773,11,9,14
"411",1975,"Portugal","Iceland",0,0,0,0,2952.572,11,9,19
"412",1975,"Portugal","Ireland",4,0,0,0,1639.821,7,9,7
"413",1975,"Portugal","Israel",0,0,0,0,4011.559,11,9,13
"414",1975,"Portugal","Italy",10,0,0,0,1864.041,2,9,21
"415",1975,"Portugal","Malta",0,0,0,0,2112.431,11,9,20
"416",1975,"Portugal","Norway",0,0,0,0,2739.748,11,9,5
"417",1975,"Portugal","Portugal",-1,0,0,0,114.3257,-1,9,9
"418",1975,"Portugal","Slovenia",0,0,0,0,2096.808,11,9,23
"419",1975,"Portugal","Spain",0,1,0,0,500.9223,11,9,1
"420",1975,"Portugal","Sweden",6,0,0,0,2990.966,5,9,6
"421",1975,"Portugal","Switzerland",2,0,0,0,1626.974,9,9,10
"422",1975,"Portugal","The Netherlands",7,0,0,0,1862.043,4,9,11
"423",1975,"Portugal","Turkey",0,0,0,0,3236.776,11,9,15
"424",1975,"Portugal","United Kingdom",5,0,0,0,1583.091,6,9,2
"426",1975,"Slovenia","Austria",-2,1,0,1,277.8844,-1,23,16
"427",1975,"Slovenia","Belgium",-2,0,0,0,916.7943,-1,23,8
"428",1975,"Slovenia","Croatia",-2,1,0,0,117.3451,-1,23,22
"429",1975,"Slovenia","Cyprus",-2,0,0,0,1994.669,-1,23,18
"430",1975,"Slovenia","Denmark",-2,0,0,0,1076.812,-1,23,17
"431",1975,"Slovenia","Estonia",-2,0,0,0,1634.182,-1,23,24
"432",1975,"Slovenia","Finland",-2,0,0,0,1710.822,-1,23,12
"433",1975,"Slovenia","France",-2,0,0,0,965.7366,-1,23,3
"434",1975,"Slovenia","Germany",-2,0,0,0,814.8665,-1,23,4
"435",1975,"Slovenia","Greece",-2,0,0,0,1176.784,-1,23,14
"436",1975,"Slovenia","Iceland",-2,0,0,0,2999.913,-1,23,19
"437",1975,"Slovenia","Ireland",-2,0,0,0,1689.878,-1,23,7
"438",1975,"Slovenia","Israel",-2,0,0,0,2330.303,-1,23,13
"439",1975,"Slovenia","Italy",-2,1,0,0,492.3427,-1,23,21
"440",1975,"Slovenia","Malta",-2,0,0,0,1131.545,-1,23,20
"441",1975,"Slovenia","Norway",-2,0,0,0,1561.207,-1,23,5
"442",1975,"Slovenia","Portugal",-2,0,0,0,2096.808,-1,23,9
"443",1975,"Slovenia","Slovenia",-2,0,0,0,53.53165,-1,23,23
"444",1975,"Slovenia","Spain",-2,0,0,0,1600.555,-1,23,1
"445",1975,"Slovenia","Sweden",-2,0,0,0,1495.673,-1,23,6
"446",1975,"Slovenia","Switzerland",-2,0,0,0,549.9726,-1,23,10
"447",1975,"Slovenia","The Netherlands",-2,0,0,0,986.5178,-1,23,11
"448",1975,"Slovenia","Turkey",-2,0,0,0,1290.683,-1,23,15
"449",1975,"Slovenia","United Kingdom",-2,0,0,0,1230.756,-1,23,2
"451",1975,"Spain","Austria",0,0,0,0,1811.999,11,1,16
"452",1975,"Spain","Belgium",0,0,0,0,1316.64,11,1,8
"453",1975,"Spain","Croatia",0,0,0,0,1702.46,11,1,22
"454",1975,"Spain","Cyprus",0,0,0,0,3288.066,11,1,18
"455",1975,"Spain","Denmark",0,0,0,0,2074.977,11,1,17
"456",1975,"Spain","Estonia",0,0,0,0,2895.384,11,1,24
"457",1975,"Spain","Finland",1,0,0,0,2952.195,10,1,12
"458",1975,"Spain","France",8,1,0,0,1054.656,3,1,3
"459",1975,"Spain","Germany",4,0,0,0,1479.332,7,1,4
"460",1975,"Spain","Greece",0,0,0,0,2372.903,11,1,14
"461",1975,"Spain","Iceland",0,0,0,0,2894.701,11,1,19
"462",1975,"Spain","Ireland",3,0,0,0,1450.236,8,1,7
"463",1975,"Spain","Israel",0,0,0,0,3546.182,11,1,13
"464",1975,"Spain","Italy",7,0,0,0,1366.76,4,1,21
"465",1975,"Spain","Malta",0,0,0,0,1670.797,11,1,20
"466",1975,"Spain","Norway",0,0,0,0,2390.782,11,1,5
"467",1975,"Spain","Portugal",2,1,0,0,500.9223,9,1,9
"468",1975,"Spain","Slovenia",0,0,0,0,1600.555,11,1,23
"469",1975,"Spain","Spain",-1,0,0,0,267.5404,-1,1,1
"470",1975,"Spain","Sweden",5,0,0,0,2596.908,6,1,6
"471",1975,"Spain","Switzerland",0,0,0,0,1153.117,11,1,10
"472",1975,"Spain","The Netherlands",12,0,0,0,1481.366,1,1,11
"473",1975,"Spain","Turkey",0,0,0,0,2740.029,11,1,15
"474",1975,"Spain","United Kingdom",10,0,0,0,1263.379,2,1,2
"476",1975,"Sweden","Austria",0,0,0,0,1242.31,11,6,16
"477",1975,"Sweden","Belgium",2,0,0,0,1283.716,9,6,8
"478",1975,"Sweden","Croatia",0,0,0,0,1512.846,11,6,22
"479",1975,"Sweden","Cyprus",0,0,0,0,2912.221,11,6,18
"480",1975,"Sweden","Denmark",0,0,0,0,523.7871,11,6,17
"481",1975,"Sweden","Estonia",0,0,0,1,377.9402,11,6,24
"482",1975,"Sweden","Finland",3,1,1,1,397.8922,8,6,12
"483",1975,"Sweden","France",8,0,0,0,1545.797,3,6,3
"484",1975,"Sweden","Germany",0,0,0,0,1118.929,11,6,4
"485",1975,"Sweden","Greece",0,0,0,0,2408.377,11,6,14
"486",1975,"Sweden","Iceland",0,0,0,0,2138.135,11,6,19
"487",1975,"Sweden","Ireland",10,0,0,0,1631.147,2,6,7
"488",1975,"Sweden","Israel",6,0,0,0,3277.226,5,6,13
"489",1975,"Sweden","Italy",1,0,0,0,1980.122,10,6,21
"490",1975,"Sweden","Malta",0,0,0,0,2620.794,11,6,20
"491",1975,"Sweden","Norway",0,1,0,0,417.5658,11,6,5
"492",1975,"Sweden","Portugal",0,0,0,0,2990.966,11,6,9
"493",1975,"Sweden","Slovenia",0,0,0,0,1495.673,11,6,23
"494",1975,"Sweden","Spain",0,0,0,0,2596.908,11,6,1
"495",1975,"Sweden","Sweden",-1,0,0,0,252.3032,-1,6,6
"496",1975,"Sweden","Switzerland",0,0,0,0,1546.508,11,6,10
"497",1975,"Sweden","The Netherlands",12,0,0,0,1128.93,1,6,11
"498",1975,"Sweden","Turkey",0,0,0,0,2172.529,11,6,15
"499",1975,"Sweden","United Kingdom",5,0,0,0,1437.571,6,6,2
"501",1975,"Switzerland","Austria",0,1,1,0,684.8875,11,10,16
"502",1975,"Switzerland","Belgium",0,0,1,0,487.4555,11,10,8
"503",1975,"Switzerland","Croatia",0,0,0,0,667.2937,11,10,22
"504",1975,"Switzerland","Cyprus",0,0,0,0,2523.252,11,10,18
"505",1975,"Switzerland","Denmark",0,0,0,0,1033.508,11,10,17
"506",1975,"Switzerland","Estonia",0,0,0,0,1794.213,11,10,24
"507",1975,"Switzerland","Finland",12,0,0,0,1859.36,1,10,12
"508",1975,"Switzerland","France",3,1,1,0,436.0778,8,10,3
"509",1975,"Switzerland","Germany",0,1,1,0,503.8007,11,10,4
"510",1975,"Switzerland","Greece",0,0,0,0,1662.651,11,10,14
"511",1975,"Switzerland","Iceland",0,0,0,0,2617.349,11,10,19
"512",1975,"Switzerland","Ireland",7,0,0,0,1203.958,4,10,7
"513",1975,"Switzerland","Israel",2,0,0,0,2847.535,9,10,13
"514",1975,"Switzerland","Italy",10,1,1,0,692.6592,2,10,21
"515",1975,"Switzerland","Malta",4,0,0,0,1363.745,7,10,20
"516",1975,"Switzerland","Norway",0,0,0,0,1459.379,11,10,5
"517",1975,"Switzerland","Portugal",0,0,0,0,1626.974,11,10,9
"518",1975,"Switzerland","Slovenia",0,0,0,0,549.9726,11,10,23
"519",1975,"Switzerland","Spain",5,0,0,0,1153.117,6,10,1
"520",1975,"Switzerland","Sweden",1,0,0,0,1546.508,10,10,6
"521",1975,"Switzerland","Switzerland",-1,0,0,0,76.42681,-1,10,10
"522",1975,"Switzerland","The Netherlands",6,0,0,0,628.025,5,10,11
"523",1975,"Switzerland","Turkey",0,0,0,0,1837.154,11,10,15
"524",1975,"Switzerland","United Kingdom",8,0,0,0,748.7117,3,10,2
"526",1975,"The Netherlands","Austria",0,0,0,0,934.7828,11,11,16
"527",1975,"The Netherlands","Belgium",5,1,1,0,173.0333,6,11,8
"528",1975,"The Netherlands","Croatia",0,0,0,0,1085.255,11,11,22
"529",1975,"The Netherlands","Cyprus",0,0,0,0,2949.04,11,11,18
"530",1975,"The Netherlands","Denmark",0,0,0,0,622.9741,11,11,17
"531",1975,"The Netherlands","Estonia",0,0,0,0,1459.083,11,11,24
"532",1975,"The Netherlands","Finland",0,0,0,0,1505.523,11,11,12
"533",1975,"The Netherlands","France",8,0,0,0,427.9169,3,11,3
"534",1975,"The Netherlands","Germany",0,1,0,0,173.5239,11,11,4
"535",1975,"The Netherlands","Greece",0,0,0,0,2162.912,11,11,14
"536",1975,"The Netherlands","Iceland",0,0,0,0,2022.635,11,11,19
"537",1975,"The Netherlands","Ireland",6,0,0,0,756.7269,5,11,7
"538",1975,"The Netherlands","Israel",10,0,0,0,3296.282,2,11,13
"539",1975,"The Netherlands","Italy",0,0,0,0,1297.695,11,11,21
"540",1975,"The Netherlands","Malta",1,0,0,0,1981.948,10,11,20
"541",1975,"The Netherlands","Norway",2,0,0,0,916.1565,9,11,5
"542",1975,"The Netherlands","Portugal",0,0,0,0,1862.043,11,11,9
"543",1975,"The Netherlands","Slovenia",0,0,0,0,986.5178,11,11,23
"544",1975,"The Netherlands","Spain",0,0,0,0,1481.366,11,11,1
"545",1975,"The Netherlands","Sweden",0,0,0,0,1128.93,11,11,6
"546",1975,"The Netherlands","Switzerland",7,0,0,0,628.025,4,11,10
"547",1975,"The Netherlands","The Netherlands",-1,0,0,0,76.95715,-1,11,11
"548",1975,"The Netherlands","Turkey",0,0,0,0,2209.789,11,11,15
"549",1975,"The Netherlands","United Kingdom",4,0,0,0,360.315,7,11,2
"551",1975,"Turkey","Austria",0,0,0,0,1275.02,11,15,16
"552",1975,"Turkey","Belgium",0,0,0,0,2179.392,11,15,8
"553",1975,"Turkey","Croatia",0,0,0,0,1174.147,11,15,22
"554",1975,"Turkey","Cyprus",0,0,1,1,759.5555,11,15,18
"555",1975,"Turkey","Denmark",0,0,0,0,2018.479,11,15,17
"556",1975,"Turkey","Estonia",0,0,0,0,2066.79,11,15,24
"557",1975,"Turkey","Finland",0,0,0,0,2143.137,11,15,12
"558",1975,"Turkey","France",1,0,0,0,2255.81,10,15,3
"559",1975,"Turkey","Germany",0,0,0,0,2038.332,11,15,4
"560",1975,"Turkey","Greece",0,1,0,1,560.7139,11,15,14
"561",1975,"Turkey","Iceland",0,0,0,0,4123.079,11,15,19
"562",1975,"Turkey","Ireland",0,0,0,0,2953.092,11,15,7
"563",1975,"Turkey","Israel",6,0,0,0,1123.008,5,15,13
"564",1975,"Turkey","Italy",10,0,0,0,1373.27,2,15,21
"565",1975,"Turkey","Malta",2,0,0,0,1377.856,9,15,20
"566",1975,"Turkey","Norway",0,0,0,0,2447.23,11,15,5
"567",1975,"Turkey","Portugal",12,0,0,0,3236.776,1,15,9
"568",1975,"Turkey","Slovenia",0,0,0,0,1290.683,11,15,23
"569",1975,"Turkey","Spain",3,0,0,0,2740.029,8,15,1
"570",1975,"Turkey","Sweden",8,0,0,0,2172.529,3,15,6
"571",1975,"Turkey","Switzerland",7,0,0,0,1837.154,4,15,10
"572",1975,"Turkey","The Netherlands",4,0,0,0,2209.789,7,15,11
"573",1975,"Turkey","Turkey",-1,0,0,0,332.3085,-1,15,15
"574",1975,"Turkey","United Kingdom",0,0,0,0,2501.886,11,15,2
"576",1975,"United Kingdom","Austria",0,0,0,0,1238.199,11,2,16
"577",1975,"United Kingdom","Belgium",0,0,0,0,323.7796,11,2,8
"578",1975,"United Kingdom","Croatia",0,0,0,0,1341.216,11,2,22
"579",1975,"United Kingdom","Cyprus",0,0,0,1,3223.638,11,2,18
"580",1975,"United Kingdom","Denmark",0,0,0,0,959.5936,11,2,17
"581",1975,"United Kingdom","Estonia",0,0,0,0,1787.092,11,2,24
"582",1975,"United Kingdom","Finland",4,0,0,0,1826.928,7,2,12
"583",1975,"United Kingdom","France",8,0,0,0,342.9475,3,2,3
"584",1975,"United Kingdom","Germany",0,0,0,0,495.3633,11,2,4
"585",1975,"United Kingdom","Greece",0,0,0,0,2394.85,11,2,14
"586",1975,"United Kingdom","Iceland",0,0,0,0,1891.859,11,2,19
"587",1975,"United Kingdom","Ireland",6,1,1,1,460.4115,5,2,7
"588",1975,"United Kingdom","Israel",1,0,1,1,3561.059,10,2,13
"589",1975,"United Kingdom","Italy",10,0,0,0,1438.425,2,2,21
"590",1975,"United Kingdom","Malta",0,0,1,1,2092.273,11,2,20
"591",1975,"United Kingdom","Norway",0,0,0,0,1157.104,11,2,5
"592",1975,"United Kingdom","Portugal",0,0,0,0,1583.091,11,2,9
"593",1975,"United Kingdom","Slovenia",0,0,0,0,1230.756,11,2,23
"594",1975,"United Kingdom","Spain",0,0,0,0,1263.379,11,2,1
"595",1975,"United Kingdom","Sweden",7,0,0,0,1437.571,4,2,6
"596",1975,"United Kingdom","Switzerland",5,0,0,0,748.7117,6,2,10
"597",1975,"United Kingdom","The Netherlands",12,0,0,0,360.315,1,2,11
"598",1975,"United Kingdom","Turkey",0,0,0,0,2501.886,11,2,15
"599",1975,"United Kingdom","United Kingdom",-1,0,0,0,185.8346,-1,2,2
"601",1976,"Austria","Austria",-1,0,0,0,108.9196,-1,16,16
"602",1976,"Austria","Belgium",3,0,1,0,914.4633,8,16,8
"603",1976,"Austria","Croatia",0,0,0,1,270.6798,11,16,22
"604",1976,"Austria","Cyprus",0,0,0,0,2017.949,11,16,18
"605",1976,"Austria","Denmark",0,0,0,0,868.5304,11,16,17
"606",1976,"Austria","Estonia",0,0,0,0,1360.358,11,16,24
"607",1976,"Austria","Finland",7,0,0,0,1437.813,4,16,12
"608",1976,"Austria","France",12,0,0,0,1035.144,1,16,3
"609",1976,"Austria","Germany",0,1,1,0,763.7314,11,16,4
"610",1976,"Austria","Greece",0,0,0,0,1283.6,11,16,14
"611",1976,"Austria","Iceland",0,0,0,0,2891.521,11,16,19
"612",1976,"Austria","Ireland",2,0,0,0,1681.996,9,16,7
"613",1976,"Austria","Israel",6,0,0,0,2369.546,5,16,13
"614",1976,"Austria","Italy",1,1,0,0,767.4132,10,16,21
"615",1976,"Austria","Malta",0,0,0,0,1379.07,11,16,20
"616",1976,"Austria","Norway",0,0,0,0,1351.699,11,16,5
"617",1976,"Austria","Portugal",0,0,0,0,2299.266,11,16,9
"618",1976,"Austria","Slovenia",0,1,0,1,277.8844,11,16,23
"619",1976,"Austria","Spain",0,0,0,0,1811.999,11,16,1
"620",1976,"Austria","Sweden",0,0,0,0,1242.31,11,16,6
"621",1976,"Austria","Switzerland",8,1,1,0,684.8875,3,16,10
"622",1976,"Austria","The Netherlands",4,0,0,0,934.7828,7,16,11
"623",1976,"Austria","Turkey",0,0,0,0,1275.02,11,16,15
"624",1976,"Austria","United Kingdom",10,0,0,0,1238.199,2,16,2
"626",1976,"Belgium","Austria",3,0,1,0,914.4633,8,8,16
"627",1976,"Belgium","Belgium",-1,0,0,0,68.44467,-1,8,8
"628",1976,"Belgium","Croatia",0,0,0,0,1024.412,11,8,22
"629",1976,"Belgium","Cyprus",0,0,0,0,2904.975,11,8,18
"630",1976,"Belgium","Denmark",0,0,0,0,767.1575,11,8,17
"631",1976,"Belgium","Estonia",0,0,0,0,1601.098,11,8,24
"632",1976,"Belgium","Finland",0,0,0,0,1651.582,11,8,12
"633",1976,"Belgium","France",10,1,1,0,262.3845,2,8,3
"634",1976,"Belgium","Germany",1,1,1,0,196.8761,10,8,4
"635",1976,"Belgium","Greece",2,0,0,0,2089.225,9,8,14
"636",1976,"Belgium","Iceland",0,0,0,0,2133.168,11,8,19
"637",1976,"Belgium","Ireland",0,0,0,0,775.6281,11,8,7
"638",1976,"Belgium","Israel",5,0,0,0,3245.262,6,8,13
"639",1976,"Belgium","Italy",0,0,0,0,1174.904,11,8,21
"640",1976,"Belgium","Malta",0,0,0,0,1851.035,11,8,20
"641",1976,"Belgium","Norway",0,0,0,0,1087.773,11,8,5
"642",1976,"Belgium","Portugal",0,0,0,0,1711.396,11,8,9
"643",1976,"Belgium","Slovenia",0,0,0,0,916.7943,11,8,23
"644",1976,"Belgium","Spain",0,0,0,0,1316.64,11,8,1
"645",1976,"Belgium","Sweden",0,0,0,0,1283.716,11,8,6
"646",1976,"Belgium","Switzerland",7,0,1,0,487.4555,4,8,10
"647",1976,"Belgium","The Netherlands",4,1,1,0,173.0333,7,8,11
"648",1976,"Belgium","Turkey",0,0,0,0,2179.392,11,8,15
"649",1976,"Belgium","United Kingdom",12,0,0,0,323.7796,1,8,2
"651",1976,"Croatia","Austria",-2,0,0,1,270.6798,-1,22,16
"652",1976,"Croatia","Belgium",-2,0,0,0,1024.412,-1,22,8
"653",1976,"Croatia","Croatia",-2,0,0,0,89.43428,-1,22,22
"654",1976,"Croatia","Cyprus",-2,0,0,0,1882.583,-1,22,18
"655",1976,"Croatia","Denmark",-2,0,0,0,1123.37,-1,22,17
"656",1976,"Croatia","Estonia",-2,0,0,0,1624.37,-1,22,24
"657",1976,"Croatia","Finland",-2,0,0,0,1702.673,-1,22,12
"658",1976,"Croatia","France",-2,0,0,0,1081.762,-1,22,3
"659",1976,"Croatia","Germany",-2,0,0,0,912.2662,-1,22,4
"660",1976,"Croatia","Greece",-2,0,0,0,1079.422,-1,22,14
"661",1976,"Croatia","Iceland",-2,0,0,0,3089.354,-1,22,19
"662",1976,"Croatia","Ireland",-2,0,0,0,1799.206,-1,22,7
"663",1976,"Croatia","Israel",-2,0,0,0,2220.875,-1,22,13
"664",1976,"Croatia","Italy",-2,0,0,0,517.0557,-1,22,21
"665",1976,"Croatia","Malta",-2,0,0,0,1108.396,-1,22,20
"666",1976,"Croatia","Norway",-2,0,0,0,1608.583,-1,22,5
"667",1976,"Croatia","Portugal",-2,0,0,0,2200.561,-1,22,9
"668",1976,"Croatia","Slovenia",-2,1,0,0,117.3451,-1,22,23
"669",1976,"Croatia","Spain",-2,0,0,0,1702.46,-1,22,1
"670",1976,"Croatia","Sweden",-2,0,0,0,1512.846,-1,22,6
"671",1976,"Croatia","Switzerland",-2,0,0,0,667.2937,-1,22,10
"672",1976,"Croatia","The Netherlands",-2,0,0,0,1085.255,-1,22,11
"673",1976,"Croatia","Turkey",-2,0,0,0,1174.147,-1,22,15
"674",1976,"Croatia","United Kingdom",-2,0,0,0,1341.216,-1,22,2
"676",1976,"Cyprus","Austria",-2,0,0,0,2017.949,-1,18,16
"677",1976,"Cyprus","Belgium",-2,0,0,0,2904.975,-1,18,8
"678",1976,"Cyprus","Croatia",-2,0,0,0,1882.583,-1,18,22
"679",1976,"Cyprus","Cyprus",-2,0,0,0,36.17663,-1,18,18
"680",1976,"Cyprus","Denmark",-2,0,0,0,2777.919,-1,18,17
"681",1976,"Cyprus","Estonia",-2,0,0,0,2772.545,-1,18,24
"682",1976,"Cyprus","Finland",-2,0,0,0,2845.096,-1,18,12
"683",1976,"Cyprus","France",-2,0,0,0,2954.551,-1,18,3
"684",1976,"Cyprus","Germany",-2,0,0,0,2776.08,-1,18,4
"685",1976,"Cyprus","Greece",-2,0,1,1,915.6595,-1,18,14
"686",1976,"Cyprus","Iceland",-2,0,0,0,4882.096,-1,18,19
"687",1976,"Cyprus","Ireland",-2,0,0,0,3680.572,-1,18,7
"688",1976,"Cyprus","Israel",-2,0,0,0,365.6896,-1,18,13
"689",1976,"Cyprus","Italy",-2,0,0,0,1957.84,-1,18,21
"690",1976,"Cyprus","Malta",-2,0,0,0,1703.866,-1,18,20
"691",1976,"Cyprus","Norway",-2,0,0,0,3202.21,-1,18,5
"692",1976,"Cyprus","Portugal",-2,0,0,0,3766.31,-1,18,9
"693",1976,"Cyprus","Slovenia",-2,0,0,0,1994.669,-1,18,23
"694",1976,"Cyprus","Spain",-2,0,0,0,3288.066,-1,18,1
"695",1976,"Cyprus","Sweden",-2,0,0,0,2912.221,-1,18,6
"696",1976,"Cyprus","Switzerland",-2,0,0,0,2523.252,-1,18,10
"697",1976,"Cyprus","The Netherlands",-2,0,0,0,2949.04,-1,18,11
"698",1976,"Cyprus","Turkey",-2,0,1,1,759.5555,-1,18,15
"699",1976,"Cyprus","United Kingdom",-2,0,0,1,3223.638,-1,18,2
"701",1976,"Denmark","Austria",-2,0,0,0,868.5304,-1,17,16
"702",1976,"Denmark","Belgium",-2,0,0,0,767.1575,-1,17,8
"703",1976,"Denmark","Croatia",-2,0,0,0,1123.37,-1,17,22
"704",1976,"Denmark","Cyprus",-2,0,0,0,2777.919,-1,17,18
"705",1976,"Denmark","Denmark",-2,0,0,0,78.08043,-1,17,17
"706",1976,"Denmark","Estonia",-2,0,0,0,836.2802,-1,17,24
"707",1976,"Denmark","Finland",-2,0,0,0,884.6371,-1,17,12
"708",1976,"Denmark","France",-2,0,0,0,1027.609,-1,17,3
"709",1976,"Denmark","Germany",-2,1,0,0,595.8536,-1,17,4
"710",1976,"Denmark","Greece",-2,0,0,0,2135.535,-1,17,14
"711",1976,"Denmark","Iceland",-2,0,0,1,2111.384,-1,17,19
"712",1976,"Denmark","Ireland",-2,0,0,0,1240.498,-1,17,7
"713",1976,"Denmark","Israel",-2,0,0,0,3141.281,-1,17,13
"714",1976,"Denmark","Italy",-2,0,0,0,1534.086,-1,17,21
"715",1976,"Denmark","Malta",-2,0,0,0,2204.997,-1,17,20
"716",1976,"Denmark","Norway",-2,0,0,0,485.3148,-1,17,5
"717",1976,"Denmark","Portugal",-2,0,0,0,2478.47,-1,17,9
"718",1976,"Denmark","Slovenia",-2,0,0,0,1076.812,-1,17,23
"719",1976,"Denmark","Spain",-2,0,0,0,2074.977,-1,17,1
"720",1976,"Denmark","Sweden",-2,0,0,0,523.7871,-1,17,6
"721",1976,"Denmark","Switzerland",-2,0,0,0,1033.508,-1,17,10
"722",1976,"Denmark","The Netherlands",-2,0,0,0,622.9741,-1,17,11
"723",1976,"Denmark","Turkey",-2,0,0,0,2018.479,-1,17,15
"724",1976,"Denmark","United Kingdom",-2,0,0,0,959.5936,-1,17,2
"726",1976,"Estonia","Austria",-2,0,0,0,1360.358,-1,24,16
"727",1976,"Estonia","Belgium",-2,0,0,0,1601.098,-1,24,8
"728",1976,"Estonia","Croatia",-2,0,0,0,1624.37,-1,24,22
"729",1976,"Estonia","Cyprus",-2,0,0,0,2772.545,-1,24,18
"730",1976,"Estonia","Denmark",-2,0,0,0,836.2802,-1,24,17
"731",1976,"Estonia","Estonia",-2,0,0,0,79.98945,-1,24,24
"732",1976,"Estonia","Finland",-2,0,0,0,80.98481,-1,24,12
"733",1976,"Estonia","France",-2,0,0,0,1859.091,-1,24,3
"734",1976,"Estonia","Germany",-2,0,0,0,1421.076,-1,24,4
"735",1976,"Estonia","Greece",-2,0,0,0,2384.76,-1,24,14
"736",1976,"Estonia","Iceland",-2,0,0,0,2454.359,-1,24,19
"737",1976,"Estonia","Ireland",-2,0,0,0,2005.127,-1,24,7
"738",1976,"Estonia","Israel",-2,0,0,0,3132.21,-1,24,13
"739",1976,"Estonia","Italy",-2,0,0,0,2126.436,-1,24,21
"740",1976,"Estonia","Malta",-2,0,0,0,2719.935,-1,24,20
"741",1976,"Estonia","Norway",-2,0,0,0,787.4166,-1,24,5
"742",1976,"Estonia","Portugal",-2,0,0,0,3311.847,-1,24,9
"743",1976,"Estonia","Slovenia",-2,0,0,0,1634.182,-1,24,23
"744",1976,"Estonia","Spain",-2,0,0,0,2895.384,-1,24,1
"745",1976,"Estonia","Sweden",-2,0,0,1,377.9402,-1,24,6
"746",1976,"Estonia","Switzerland",-2,0,0,0,1794.213,-1,24,10
"747",1976,"Estonia","The Netherlands",-2,0,0,0,1459.083,-1,24,11
"748",1976,"Estonia","Turkey",-2,0,0,0,2066.79,-1,24,15
"749",1976,"Estonia","United Kingdom",-2,0,0,0,1787.092,-1,24,2
"751",1976,"Finland","Austria",5,0,0,0,1437.813,6,12,16
"752",1976,"Finland","Belgium",12,0,0,0,1651.582,1,12,8
"753",1976,"Finland","Croatia",0,0,0,0,1702.673,11,12,22
"754",1976,"Finland","Cyprus",0,0,0,0,2845.096,11,12,18
"755",1976,"Finland","Denmark",0,0,0,0,884.6371,11,12,17
"756",1976,"Finland","Estonia",0,0,0,0,80.98481,11,12,24
"757",1976,"Finland","Finland",-1,0,0,0,218.2159,-1,12,12
"758",1976,"Finland","France",3,0,0,0,1911.138,8,12,3
"759",1976,"Finland","Germany",0,0,0,0,1474.956,11,12,4
"760",1976,"Finland","Greece",4,0,0,0,2465.045,7,12,14
"761",1976,"Finland","Iceland",0,0,0,0,2424.555,11,12,19
"762",1976,"Finland","Ireland",0,0,0,0,2028.749,11,12,7
"763",1976,"Finland","Israel",8,0,0,0,3203.884,3,12,13
"764",1976,"Finland","Italy",6,0,0,0,2203.158,5,12,21
"765",1976,"Finland","Malta",0,0,0,0,2799.607,11,12,20
"766",1976,"Finland","Norway",0,1,0,0,791.2361,11,12,5
"767",1976,"Finland","Portugal",1,0,0,0,3362.978,10,12,9
"768",1976,"Finland","Slovenia",0,0,0,0,1710.822,11,12,23
"769",1976,"Finland","Spain",0,0,0,0,2952.195,11,12,1
"770",1976,"Finland","Sweden",0,1,1,1,397.8922,11,12,6
"771",1976,"Finland","Switzerland",7,0,0,0,1859.36,4,12,10
"772",1976,"Finland","The Netherlands",0,0,0,0,1505.523,11,12,11
"773",1976,"Finland","Turkey",0,0,0,0,2143.137,11,12,15
"774",1976,"Finland","United Kingdom",10,0,0,0,1826.928,2,12,2
"776",1976,"France","Austria",0,0,0,0,1035.144,11,3,16
"777",1976,"France","Belgium",5,1,1,0,262.3845,6,3,8
"778",1976,"France","Croatia",0,0,0,0,1081.762,11,3,22
"779",1976,"France","Cyprus",0,0,0,0,2954.551,11,3,18
"780",1976,"France","Denmark",0,0,0,0,1027.609,11,3,17
"781",1976,"France","Estonia",0,0,0,0,1859.091,11,3,24
"782",1976,"France","Finland",0,0,0,0,1911.138,11,3,12
"783",1976,"France","France",-1,0,0,0,278.1876,-1,3,3
"784",1976,"France","Germany",2,1,0,0,439.8984,9,3,4
"785",1976,"France","Greece",8,0,0,0,2098.726,3,3,14
"786",1976,"France","Iceland",0,0,0,0,2234.723,11,3,19
"787",1976,"France","Ireland",3,0,0,0,778.2031,8,3,7
"788",1976,"France","Israel",0,0,0,0,3281.899,11,3,13
"789",1976,"France","Italy",10,1,0,0,1109.901,2,3,21
"790",1976,"France","Malta",0,0,0,0,1752.693,11,3,20
"791",1976,"France","Norway",0,0,0,0,1342.89,11,3,5
"792",1976,"France","Portugal",12,0,0,0,1452.86,1,3,9
"793",1976,"France","Slovenia",0,0,0,0,965.7366,11,3,23
"794",1976,"France","Spain",1,1,0,0,1054.656,10,3,1
"795",1976,"France","Sweden",0,0,0,0,1545.797,11,3,6
"796",1976,"France","Switzerland",6,1,1,0,436.0778,5,3,10
"797",1976,"France","The Netherlands",0,0,0,0,427.9169,11,3,11
"798",1976,"France","Turkey",0,0,0,0,2255.81,11,3,15
